Time,Client,Event,Filename,Status
2026-02-07 04:02:59,192.168.56.1:51643,UPLOAD,test.txt,OK
2026-02-07 04:03:06,192.168.56.1:51644,DOWNLOAD,test.txt,OK
2026-02-07 04:07:47,192.168.56.1:61189,UPLOAD,test.txt,OK
2026-02-07 04:07:57,192.168.56.1:61190,DOWNLOAD,test.txt,OK
2026-02-07 04:31:18,192.168.56.1:59393,UPLOAD,test1.txt,OK
2026-02-07 04:31:26,192.168.56.1:59394,DOWNLOAD,test1.txt,OK
2026-02-07 04:36:30,192.168.56.1:55626,UPLOAD,test.txt,OK
2026-02-07 04:36:36,192.168.56.1:55630,DOWNLOAD,test.txt,OK
